idx,id,step1,step2,step3,step4,reactant_1,product_1,reactant_2,product_2,reactant_3,product_3,reactant_4,product_4,steplength,bbsRxnID,step1_smirks,step2_smirks,step3_smirks,step4_smirks,smarts1,bbsRxnID_1,simplesmarts1,smarts2,bbsRxnID_2,simplesmarts2,smarts3,bbsRxnID_3,simplesmarts3,smarts4,bbsRxnID_4,simplesmarts4,combo_simple_smarts,combo_smarts,simple_smarts_merge,combo_simple_smarts_count
1,1588512,add_rxn_18536,add_rxn_kegg_R02908,add_rxn_31218,norxn,C00643,C00780,C00780,C05634,C05634,C05635,nomet,nomet,3,107106,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O>>NCCc1c[nH]c2ccc(O)cc12,NCCc1c[nH]c2ccc(O)cc12>>O=CCc1c[nH]c2ccc(O)cc12,O=CCc1c[nH]c2ccc(O)cc12>>O=C(O)Cc1c[nH]c2ccc(O)cc12,,[C:1](-[N&H2:2])(-[C:3])-[C:15](=[O:14])-[O&H1:16]>>[C:1](-[N&H2:2])-[C:3],107060,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C,[C:11]-[C:12]-[N&H2:13]>>[C:11]-[C:12]=[O:14],107175,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:14],163637,O=C-C>>O=C(-C)-[O&H1],,,,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:1](-[N&H2:2])(-[C:3])-[C:15](=[O:14])-[O&H1:16]>>[C:1](-[N&H2:2])-[C:3]$$[C:11]-[C:12]-[N&H2:13]>>[C:11]-[C:12]=[O:14]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:14],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,4
2,1588511,add_rxn_18536,add_rxn_kegg_R02908,add_rxn_kegg_R04904,norxn,C00643,C00780,C00780,C05634,C05634,C05635,nomet,nomet,3,107106,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O>>NCCc1c[nH]c2ccc(O)cc12,NCCc1c[nH]c2ccc(O)cc12>>O=CCc1c[nH]c2ccc(O)cc12,O=CCc1c[nH]c2ccc(O)cc12>>O=C(O)Cc1c[nH]c2ccc(O)cc12,,[C:1](-[N&H2:2])(-[C:3])-[C:15](=[O:14])-[O&H1:16]>>[C:1](-[N&H2:2])-[C:3],107060,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C,[C:11]-[C:12]-[N&H2:13]>>[C:11]-[C:12]=[O:14],107175,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:14],163637,O=C-C>>O=C(-C)-[O&H1],,,,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:1](-[N&H2:2])(-[C:3])-[C:15](=[O:14])-[O&H1:16]>>[C:1](-[N&H2:2])-[C:3]$$[C:11]-[C:12]-[N&H2:13]>>[C:11]-[C:12]=[O:14]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:14],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,4
1,1568071,add_rxn_12275,add_rxn_27949,add_rxn_kegg_R03300,norxn,C00355,C03758,C03758,C04043,C04043,C01161,nomet,nomet,3,105321,NC(Cc1ccc(O)c(O)c1)C(=O)O>>NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1>>O=CCc1ccc(O)c(O)c1,O=CCc1ccc(O)c(O)c1>>O=C(O)Cc1ccc(O)c(O)c1,,[C:1](-[N&H2:2])(-[C:3])-[C:13](=[O:12])-[O&H1:14]>>[C:1](-[N&H2:2])-[C:3],105130,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C,[C:9]-[C:10]-[N&H2:11]>>[C:9]-[C:10]=[O:12],105494,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:12],163414,O=C-C>>O=C(-C)-[O&H1],,,,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:1](-[N&H2:2])(-[C:3])-[C:13](=[O:12])-[O&H1:14]>>[C:1](-[N&H2:2])-[C:3]$$[C:9]-[C:10]-[N&H2:11]>>[C:9]-[C:10]=[O:12]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:12],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,4
2,1568070,add_rxn_12275,add_rxn_27949,add_rxn_kegg_R03302,norxn,C00355,C03758,C03758,C04043,C04043,C01161,nomet,nomet,3,105321,NC(Cc1ccc(O)c(O)c1)C(=O)O>>NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1>>O=CCc1ccc(O)c(O)c1,O=CCc1ccc(O)c(O)c1>>O=C(O)Cc1ccc(O)c(O)c1,,[C:1](-[N&H2:2])(-[C:3])-[C:13](=[O:12])-[O&H1:14]>>[C:1](-[N&H2:2])-[C:3],105130,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C,[C:9]-[C:10]-[N&H2:11]>>[C:9]-[C:10]=[O:12],105494,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:12],163414,O=C-C>>O=C(-C)-[O&H1],,,,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:1](-[N&H2:2])(-[C:3])-[C:13](=[O:12])-[O&H1:14]>>[C:1](-[N&H2:2])-[C:3]$$[C:9]-[C:10]-[N&H2:11]>>[C:9]-[C:10]=[O:12]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:12],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,4
5,1585354,add_rxn_42979,add_rxn_kegg_R08609,norxn,norxn,trp__L,C00463,C00463,C00954,nomet,nomet,nomet,nomet,2,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1>>O=C(O)Cc1c[nH]c2ccccc12,,,[c:1]-[C:15]-[C:13](-[C:11](=[O:10])-[O&H1:12])-[N&H2:14]>>[c&H1:1],105841,c-C-C(-C(=O)-[O&H1])-[N&H2]>>[c&H1],[c&H1:7]>>[c:7]-[C:13]-[C:11](=[O:10])-[O&H1:12],55,[c&H1]>>c-C-C(=O)-[O&H1],,,,,,,c-C-C(-C(=O)-[O&H1])-[N&H2]>>[c&H1]$$[c&H1]>>c-C-C(=O)-[O&H1],[c:1]-[C:15]-[C:13](-[C:11](=[O:10])-[O&H1:12])-[N&H2:14]>>[c&H1:1]$$[c&H1:7]>>[c:7]-[C:13]-[C:11](=[O:10])-[O&H1:12],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
6,1585343,add_rxn_19556,add_rxn_kegg_R08609,norxn,norxn,trp__L,C00463,C00463,C00954,nomet,nomet,nomet,nomet,2,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1>>O=C(O)Cc1c[nH]c2ccccc12,,,[c:1]-[C:15]-[C:13](-[C:11](=[O:10])-[O&H1:12])-[N&H2:14]>>[c&H1:1],105841,c-C-C(-C(=O)-[O&H1])-[N&H2]>>[c&H1],[c&H1:7]>>[c:7]-[C:13]-[C:11](=[O:10])-[O&H1:12],55,[c&H1]>>c-C-C(=O)-[O&H1],,,,,,,c-C-C(-C(=O)-[O&H1])-[N&H2]>>[c&H1]$$[c&H1]>>c-C-C(=O)-[O&H1],[c:1]-[C:15]-[C:13](-[C:11](=[O:10])-[O&H1:12])-[N&H2:14]>>[c&H1:1]$$[c&H1:7]>>[c:7]-[C:13]-[C:11](=[O:10])-[O&H1:12],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
1,1585357,add_rxn_26437,add_rxn_kegg_R08609,norxn,norxn,trp__L,C00463,C00463,C00954,nomet,nomet,nomet,nomet,2,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1>>O=C(O)Cc1c[nH]c2ccccc12,,,[c:1]-[C:15]-[C:13](-[C:11](=[O:10])-[O&H1:12])-[N&H2:14]>>[c&H1:1],105841,c-C-C(-C(=O)-[O&H1])-[N&H2]>>[c&H1],[c&H1:7]>>[c:7]-[C:13]-[C:11](=[O:10])-[O&H1:12],55,[c&H1]>>c-C-C(=O)-[O&H1],,,,,,,c-C-C(-C(=O)-[O&H1])-[N&H2]>>[c&H1]$$[c&H1]>>c-C-C(=O)-[O&H1],[c:1]-[C:15]-[C:13](-[C:11](=[O:10])-[O&H1:12])-[N&H2:14]>>[c&H1:1]$$[c&H1:7]>>[c:7]-[C:13]-[C:11](=[O:10])-[O&H1:12],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
1,1585361,add_rxn_30342,add_rxn_kegg_R02173,add_rxn_18020,add_rxn_34334,trp__L,C00398,C00398,C00637,C00637,C00331,C00331,C00954,4,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>NCCc1c[nH]c2ccccc12,NCCc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,[C:1](-[N&H2:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](-[N&H2:2])-[C:3],106178,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C,[C:1](-[C:2])-[N&H2:12]>>[C:1](-[C:2])=[O:13],106920,C(-C)-[N&H2]>>C(-C)=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[C:14](=[O:13])-[O&H1:15],163629,O=C-C>>O=C(-C)-C(=O)-[O&H1],[O&H1:1]-[C:15](-[C:2](=[O:3])-[C:4])=[O:14]>>[O&H1:1]-[C:2](=[O:3])-[C:4],189485,[O&H1]-C(-C(=O)-C)=O>>[O&H1]-C(=O)-C,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C$$C(-C)-[N&H2]>>C(-C)=O$$O=C-C>>O=C(-C)-C(=O)-[O&H1]$$[O&H1]-C(-C(=O)-C)=O>>[O&H1]-C(=O)-C,[C:1](-[N&H2:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](-[N&H2:2])-[C:3]$$[C:1](-[C:2])-[N&H2:12]>>[C:1](-[C:2])=[O:13]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[C:14](=[O:13])-[O&H1:15]$$[O&H1:1]-[C:15](-[C:2](=[O:3])-[C:4])=[O:14]>>[O&H1:1]-[C:2](=[O:3])-[C:4],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
1,1585362,add_rxn_30342,add_rxn_kegg_R02173,add_rxn_16280,norxn,trp__L,C00398,C00398,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>NCCc1c[nH]c2ccccc12,NCCc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[C:1](-[N&H2:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](-[N&H2:2])-[C:3],106178,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C,[C:1](-[C:2])-[N&H2:12]>>[C:1](-[C:2])=[O:13],106920,C(-C)-[N&H2]>>C(-C)=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C$$C(-C)-[N&H2]>>C(-C)=O$$O=C-C>>O=C(-C)-[O&H1],[C:1](-[N&H2:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](-[N&H2:2])-[C:3]$$[C:1](-[C:2])-[N&H2:12]>>[C:1](-[C:2])=[O:13]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,2
2,1585363,add_rxn_30342,add_rxn_kegg_R02173,add_rxn_30870,norxn,trp__L,C00398,C00398,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>NCCc1c[nH]c2ccccc12,NCCc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[C:1](-[N&H2:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](-[N&H2:2])-[C:3],106178,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C,[C:1](-[C:2])-[N&H2:12]>>[C:1](-[C:2])=[O:13],106920,C(-C)-[N&H2]>>C(-C)=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,C(-[N&H2])(-C)-C(=O)-[O&H1]>>C(-[N&H2])-C$$C(-C)-[N&H2]>>C(-C)=O$$O=C-C>>O=C(-C)-[O&H1],[C:1](-[N&H2:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](-[N&H2:2])-[C:3]$$[C:1](-[C:2])-[N&H2:12]>>[C:1](-[C:2])=[O:13]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,2
1,1585344,add_rxn_14096,add_rxn_18020,add_rxn_16280,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
2,1585335,add_rxn_13480,add_rxn_18020,add_rxn_30870,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
3,1585356,add_rxn_kegg_R00677,add_rxn_18020,add_rxn_30870,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
4,1585342,add_rxn_13744,add_rxn_18020,add_rxn_16280,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
5,1585336,add_rxn_13480,add_rxn_18020,add_rxn_16280,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
6,1585337,add_rxn_27589,add_rxn_18020,add_rxn_30870,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
7,1585338,add_rxn_27589,add_rxn_18020,add_rxn_16280,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
8,1585355,add_rxn_kegg_R00677,add_rxn_18020,add_rxn_16280,norxn,trp__L,C00331,C00331,C00637,C00637,C00954,nomet,nomet,3,106564,NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(O)C(=O)Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12>>O=CCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12>>O=C(O)Cc1c[nH]c2ccccc12,,[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16],106588,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O,[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3],189479,C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],163626,O=C-C>>O=C(-C)-[O&H1],,,,O=C-C(-C)-[N&H2]>>O=C-C(-C)=O$$C(=O)(-C)-C(=O)-[O&H1]>>C(=O)-C$$O=C-C>>O=C(-C)-[O&H1],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:15]>>[O:1]=[C:2]-[C:4](-[C:5])=[O:16]$$[C:1](=[O:2])(-[C:3])-[C:14](=[O:13])-[O&H1:15]>>[C:1](=[O:2])-[C:3]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:13],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,5
