idx,id,step1,step2,step3,step4,reactant_1,product_1,reactant_2,product_2,reactant_3,product_3,reactant_4,product_4,steplength,bbsRxnID,step1_smirks,step2_smirks,step3_smirks,step4_smirks,smarts1,bbsRxnID_1,simplesmarts1,smarts2,bbsRxnID_2,simplesmarts2,smarts3,bbsRxnID_3,simplesmarts3,smarts4,bbsRxnID_4,simplesmarts4,combo_simple_smarts,combo_smarts,simple_smarts_merge,combo_simple_smarts_count
16,1603341,add_rxn_15104,add_rxn_22551,add_rxn_12311,norxn,26dap_LL,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
17,1603324,add_rxn_15104,add_rxn_25120,add_rxn_46939,norxn,26dap_LL,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
18,1603404,add_rxn_15104,add_rxn_21203,add_rxn_46939,norxn,26dap_LL,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
19,1603323,add_rxn_15104,add_rxn_25120,add_rxn_46939,norxn,C00666,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
20,1603371,add_rxn_15104,add_rxn_21203,add_rxn_12307,norxn,C00666,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
21,1603399,add_rxn_15104,add_rxn_19396,add_rxn_12307,norxn,26dap_LL,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
22,1603366,add_rxn_15104,add_rxn_21203,add_rxn_12311,norxn,26dap_LL,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
23,1603348,add_rxn_15104,add_rxn_21203,add_rxn_12307,norxn,26dap_LL,C00739,C00739,C04076,C04076,C00956,nomet,nomet,3,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11],109506,C-C-[N&H2]>>C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],,,,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-C-[N&H2]>>C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:8]-[C:9]-[N&H2:10]>>[C:8]-[C:9]=[O:11]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,3
4,1603397,add_rxn_15104,add_rxn_12411,add_rxn_30814,add_rxn_kegg_R11679,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
1,1603385,add_rxn_15104,add_rxn_12411,add_rxn_30814,add_rxn_12311,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
2,1603382,add_rxn_15104,add_rxn_12411,add_rxn_30814,add_rxn_12307,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
3,1603336,add_rxn_15104,add_rxn_12411,add_rxn_25124,add_rxn_46939,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
5,1603317,add_rxn_15104,add_rxn_12411,add_rxn_25124,add_rxn_12311,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
6,1603334,add_rxn_15104,add_rxn_12411,add_rxn_25124,add_rxn_kegg_R11679,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
7,1603356,add_rxn_15104,add_rxn_12411,add_rxn_25124,add_rxn_12307,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
8,1603394,add_rxn_15104,add_rxn_12411,add_rxn_30814,add_rxn_46939,26dap_LL,C00739,C00739,C00450,C00450,C04076,C04076,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC=O)C(=O)O,NC(CCCC=O)C(=O)O>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8],109662,C-[N&H2].C-C-[N&H2]>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10],173011,C-N=C-C>>C-[N&H2].C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],110525,O=C-C>>O=C(-C)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$C-[N&H2].C-C-[N&H2]>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C=O$$O=C-C>>O=C(-C)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[C:4]-[N&H2:5].[C:8]-[C:9]-[N&H2:10]>>[C:4]-[N:5]=[C:9]-[C:8]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6]=[O:10]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
